id;timestamp;entry_id;amount_charged
127;2025-05-14 21:59:39.805351;138;2.3
128;2025-05-14 21:59:39.805351;160;0.75
129;2025-05-15 00:31:39.805351;168;3.1
130;2025-05-14 22:29:39.805351;148;0.75
131;2025-05-14 22:29:39.805351;155;1.37
132;2025-05-15 03:22:39.805351;178;5.75
133;2025-05-15 01:26:39.805351;116;10.3
134;2025-05-14 22:38:39.805351;141;1.77
135;2025-05-14 21:16:39.805351;105;2.73
136;2025-05-14 23:24:39.805351;90;15.07
137;2025-05-15 00:28:39.805351;146;1.75
138;2025-05-15 00:56:39.805351;177;6.67
139;2025-05-15 00:33:39.805351;182;2.87
140;2025-05-14 22:13:39.805351;147;1.23
141;2025-05-14 23:36:39.805351;124;3.13
142;2025-05-14 20:58:39.805351;62;1.97
143;2025-05-14 23:37:39.805351;157;4.97
144;2025-05-15 01:31:39.805351;112;5.32
145;2025-05-14 22:08:39.805351;110;8.07
146;2025-05-15 01:36:39.805351;123;20.6
147;2025-05-15 02:59:39.805351;158;5.83
148;2025-05-14 22:20:39.805351;127;3.67
149;2025-05-15 02:42:39.805351;172;10.43
150;2025-05-15 02:12:39.805351;184;4.48
151;2025-05-15 02:45:39.805351;161;5.52
152;2025-05-14 23:22:39.805351;96;14.6
153;2025-05-15 02:31:39.805351;181;4.83
154;2025-05-15 01:48:39.805351;180;2.07
155;2025-05-15 00:41:39.805351;199;2.6
156;2025-05-14 23:24:39.805351;61;8.8
157;2025-05-14 19:40:39.805351;71;1.07
158;2025-05-14 23:51:39.805351;80;4.47
159;2025-05-15 01:27:39.805351;164;8.23
160;2025-05-15 00:00:39.805351;195;8.0
161;2025-05-14 22:58:39.805351;153;7.6
162;2025-05-14 22:41:39.805351;198;1.23
163;2025-05-15 01:32:39.805351;186;15.0
164;2025-05-14 21:43:39.805351;179;0.25
165;2025-05-15 03:11:39.805351;189;5.32
166;2025-05-15 03:27:39.805351;206;10.47
167;2025-05-14 23:05:39.805351;104;3.22
168;2025-05-14 23:48:39.805351;171;2.35
169;2025-05-15 02:43:39.805351;167;10.63
170;2025-05-15 02:23:39.805351;174;9.63
171;2025-05-14 23:29:39.805351;150;2.47
172;2025-05-15 03:22:39.805351;215;9.7
173;2025-05-14 23:50:39.805351;217;1.32
174;2025-05-15 03:13:39.805351;204;5.05
175;2025-05-15 03:20:39.805351;208;5.05
176;2025-05-15 02:12:39.805351;202;16.27
177;2025-05-15 01:43:39.805351;191;3.83
178;2025-05-14 22:56:39.805351;205;0.73
179;2025-05-15 01:48:39.805351;197;3.78
180;2025-05-14 23:13:39.805351;225;0.48
181;2025-05-15 03:12:39.805351;163;2.94
182;2025-05-14 21:23:39.805351;135;0.62
183;2025-05-14 23:08:39.805351;230;0.35
184;2025-05-14 22:05:39.805351;136;1.28
185;2025-05-14 23:45:39.805351;227;1.0
186;2025-05-14 21:57:39.805351;175;0.18
187;2025-05-14 23:32:39.805351;53;4.67
188;2025-05-15 01:45:39.805351;214;3.23
189;2025-05-14 22:56:39.805351;212;1.13
190;2025-05-14 21:21:39.805351;132;0.7
191;2025-05-15 00:15:39.805351;209;3.93
192;2025-05-14 23:17:39.805351;196;5.13
193;2025-05-14 23:47:39.805351;232;0.97
194;2025-05-14 22:00:39.805351;187;0.5
195;2025-05-15 01:39:39.805351;234;2.8
196;2025-05-15 01:23:39.805351;222;5.4
197;2025-05-15 03:37:39.805351;194;5.67
198;2025-05-15 01:48:39.805351;245;2.78
199;2025-05-15 03:20:39.805351;192;5.43
200;2025-05-14 21:25:39.805351;166;0.25
201;2025-05-15 01:10:39.805351;220;5.03
202;2025-05-15 00:48:39.805351;240;3.7
203;2025-05-15 00:28:39.805351;231;0.83
204;2025-05-14 21:10:39.805351;81;1.77
205;2025-05-15 02:21:39.805351;190;4.48
206;2025-05-15 01:13:39.805351;233;2.4
207;2025-05-15 03:45:39.805351;244;9.47
208;2025-05-15 02:18:39.805351;152;10.47
209;2025-05-15 02:33:39.805351;242;3.57
210;2025-05-15 04:01:39.805351;249;9.7
211;2025-05-15 02:04:39.805351;211;14.87
212;2025-05-15 04:34:39.805351;258;10.43
213;2025-05-15 00:23:39.805351;257;2.1
214;2025-05-15 04:30:39.805351;261;10.17
215;2025-05-14 22:34:39.805351;13;8.6
216;2025-05-15 01:53:39.805351;255;2.6
217;2025-05-15 01:36:39.805351;176;2.0
218;2025-05-15 03:07:39.805351;248;3.97
219;2025-05-15 00:41:39.805351;252;1.48
220;2025-05-15 02:43:39.805351;246;7.3
221;2025-05-15 03:40:39.805351;247;4.57
222;2025-05-15 01:15:39.805351;229;2.48
223;2025-05-15 02:06:39.805351;264;2.62
224;2025-05-15 02:41:39.805351;193;9.47
225;2025-05-15 01:15:39.805351;260;3.7
226;2025-05-15 01:16:39.805351;250;2.1
227;2025-05-15 04:41:39.805351;268;5.12
228;2025-05-15 01:44:39.805351;219;3.12
229;2025-05-15 01:52:39.805351;223;3.15
230;2025-05-14 21:33:39.805351;142;0.33
231;2025-05-15 03:10:39.805351;254;3.9
232;2025-05-14 23:58:39.805351;243;0.98
233;2025-05-15 04:00:39.805351;266;2.26
234;2025-05-15 00:21:39.805351;162;12.27
235;2025-05-15 00:10:39.805351;272;0.55
236;2025-05-15 01:40:39.805351;216;3.15
237;2025-05-15 04:05:39.805351;238;5.18
238;2025-05-15 00:38:39.805351;269;1.03
239;2025-05-15 00:09:39.805351;270;1.1
240;2025-05-15 00:17:39.805351;287;0.25
241;2025-05-15 03:59:39.805351;288;3.82
242;2025-05-15 03:22:39.805351;236;2.25
243;2025-05-15 03:58:39.805351;289;7.6
244;2025-05-15 02:33:39.805351;282;2.65
245;2025-05-15 03:47:39.805351;265;17.2
246;2025-05-14 23:35:39.805351;239;1.37
247;2025-05-15 03:20:39.805351;273;7.4
248;2025-05-15 00:37:39.805351;263;2.3
249;2025-05-14 23:51:39.805351;201;1.73
250;2025-05-15 01:10:39.805351;139;4.33
251;2025-05-15 02:26:39.805351;237;3.53
252;2025-05-15 03:40:39.805351;271;8.1
253;2025-05-15 01:47:39.805351;169;2.17
254;2025-05-15 00:49:39.805351;262;2.77
255;2025-05-15 00:40:39.805351;185;5.83
256;2025-05-15 00:50:39.805351;267;1.3
257;2025-05-15 04:11:39.805351;241;20.87
258;2025-05-15 04:10:39.805351;297;7.63
259;2025-05-15 05:58:39.805351;299;5.55
260;2025-05-15 00:48:39.805351;173;1.62
261;2025-05-15 02:11:39.805351;296;3.7
262;2025-05-14 22:15:39.805351;203;0.12
263;2025-05-15 01:22:39.805351;274;1.68
264;2025-05-15 06:11:39.805351;293;11.83
265;2025-05-15 00:05:39.805351;218;3.0
266;2025-05-15 03:20:39.805351;311;5.33
267;2025-05-15 00:34:39.805351;284;2.2
268;2025-05-15 01:36:39.805351;213;12.47
269;2025-05-15 04:07:39.805351;224;5.4
270;2025-05-15 03:10:39.805351;307;10.6
271;2025-05-15 04:20:39.805351;301;3.92
272;2025-05-15 01:26:39.805351;221;2.77
273;2025-05-15 02:05:39.805351;292;0.93
274;2025-05-15 02:06:39.805351;310;0.75
275;2025-05-15 06:06:39.805351;318;20.87
276;2025-05-15 00:46:39.805351;275;2.13
277;2025-05-15 01:04:39.805351;280;0.61
278;2025-05-15 05:24:39.805351;277;5.65
279;2025-05-15 00:11:39.805351;207;3.8
280;2025-05-15 04:59:39.805351;283;5.05
281;2025-05-15 04:39:39.805351;259;5.27
282;2025-05-15 03:58:39.805351;309;3.38
283;2025-05-15 05:23:39.805351;305;9.77
284;2025-05-15 03:01:39.805351;294;2.73
285;2025-05-15 01:09:39.805351;188;1.66
286;2025-05-15 01:20:39.805351;304;0.42
287;2025-05-15 03:12:39.805351;328;2.13
288;2025-05-15 02:33:39.805351;329;2.93
289;2025-05-15 01:33:39.805351;314;1.6
290;2025-05-15 06:16:39.805351;323;5.3
291;2025-05-15 05:33:39.805351;333;8.73
292;2025-05-15 01:18:39.805351;326;0.53
293;2025-05-15 03:06:39.805351;253;1.93
294;2025-05-15 03:00:39.805351;308;4.97
295;2025-05-15 01:51:39.805351;325;3.33
296;2025-05-15 01:47:39.805351;281;0.95
297;2025-05-15 05:01:39.805351;340;3.7
298;2025-05-15 07:17:39.805351;344;11.77
299;2025-05-15 01:58:39.805351;347;1.0
300;2025-05-15 06:05:39.805351;331;4.92
301;2025-05-15 02:43:39.805351;346;0.63
302;2025-05-15 04:27:39.805351;337;3.18
303;2025-05-15 02:22:39.805351;200;8.5
304;2025-05-15 02:31:39.805351;322;1.55
305;2025-05-15 03:18:39.805351;353;3.37
306;2025-05-15 06:16:39.805351;338;9.97
307;2025-05-15 01:44:39.805351;339;0.87
308;2025-05-15 01:24:39.805351;303;1.83
309;2025-05-15 05:50:39.805351;317;20.27
310;2025-05-15 05:06:39.805351;316;8.67
311;2025-05-15 06:56:39.805351;360;10.43
312;2025-05-14 23:41:39.805351;235;0.83
313;2025-05-15 05:11:39.805351;334;3.98
314;2025-05-15 05:17:39.805351;358;7.2
315;2025-05-15 05:37:39.805351;336;2.18
316;2025-05-15 04:59:39.805351;276;5.25
317;2025-05-15 05:24:39.805351;357;7.47
318;2025-05-15 01:59:39.805351;342;1.33
319;2025-05-15 02:32:39.805351;349;1.0
320;2025-05-15 05:22:39.805351;332;4.18
321;2025-05-15 03:39:39.805351;313;2.93
322;2025-05-15 02:25:39.805351;354;0.8
323;2025-05-15 02:57:39.805351;291;2.75
324;2025-05-15 05:07:39.805351;364;1.64
325;2025-05-15 06:56:39.805351;324;2.96
326;2025-05-15 03:38:39.805351;370;1.67
327;2025-05-15 03:37:39.805351;368;3.47
328;2025-05-15 04:28:39.805351;320;14.2
329;2025-05-15 04:11:39.805351;300;3.77
330;2025-05-15 03:41:39.805351;183;11.97
331;2025-05-15 00:18:39.805351;36;11.27
332;2025-05-15 06:01:39.805351;356;8.73
333;2025-05-14 23:24:39.805351;121;3.0
334;2025-05-15 06:02:39.805351;298;11.37
335;2025-05-15 04:22:39.805351;352;2.77
336;2025-05-15 06:14:39.805351;375;2.1
337;2025-05-15 05:25:39.805351;341;8.2
338;2025-05-15 03:46:39.805351;363;1.95
339;2025-05-15 05:50:39.805351;343;2.22
340;2025-05-15 02:34:39.805351;302;4.27
341;2025-05-15 06:15:39.805351;321;2.65
342;2025-05-15 05:29:39.805351;385;3.27
343;2025-05-15 05:48:39.805351;383;3.6
344;2025-05-15 01:34:39.805351;330;0.43
345;2025-05-15 01:46:39.805351;278;2.0
346;2025-05-15 05:44:39.805351;366;3.88
347;2025-05-15 04:57:39.805351;290;4.78
348;2025-05-15 06:09:39.805351;359;17.8
349;2025-05-15 04:29:39.805351;226;22.93
350;2025-05-15 02:31:39.805351;384;0.63
351;2025-05-15 02:28:39.805351;319;1.57
352;2025-05-15 03:52:39.805351;381;3.4
353;2025-05-15 00:35:39.805351;228;1.82
354;2025-05-15 04:46:39.805351;389;1.14
355;2025-05-15 05:05:39.805351;279;5.32
356;2025-05-15 05:50:39.805351;351;2.14
357;2025-05-15 05:32:39.805351;350;3.98
358;2025-05-15 03:30:39.805351;402;0.37
359;2025-05-15 05:55:39.805351;397;3.22
360;2025-05-15 02:58:39.805351;405;1.0
361;2025-05-15 01:48:39.805351;285;1.75
362;2025-05-15 08:26:39.805351;398;5.73
363;2025-05-15 07:33:39.805351;395;2.44
364;2025-05-15 05:39:39.805351;411;2.72
365;2025-05-15 01:20:39.805351;306;0.82
366;2025-05-15 05:22:39.805351;380;6.4
367;2025-05-15 04:29:39.805351;394;7.4
368;2025-05-15 04:46:39.805351;286;4.62
369;2025-05-15 01:59:39.805351;348;0.93
370;2025-05-15 07:39:39.805351;415;9.27
371;2025-05-15 06:37:39.805351;404;3.83
372;2025-05-15 04:37:39.805351;413;0.84
373;2025-05-15 04:59:39.805351;416;1.95
374;2025-05-15 05:51:39.805351;410;11.8
375;2025-05-15 06:58:39.805351;392;4.38
376;2025-05-15 03:32:39.805351;373;1.53
377;2025-05-15 03:16:39.805351;414;0.28
378;2025-05-14 22:44:39.805351;210;1.67
379;2025-05-15 04:34:39.805351;418;1.5
380;2025-05-15 08:06:39.805351;396;10.83
381;2025-05-15 00:14:39.805351;251;2.13
382;2025-05-15 06:13:39.805351;378;16.47
383;2025-05-15 03:16:39.805351;367;2.8
384;2025-05-15 06:09:39.805351;379;4.02
385;2025-05-15 03:56:39.805351;403;0.57
386;2025-05-15 05:59:39.805351;419;5.77
387;2025-05-15 06:14:39.805351;376;4.2
388;2025-05-15 04:47:39.805351;388;4.7
389;2025-05-15 08:43:39.805351;423;5.5
390;2025-05-15 02:59:39.805351;382;1.6
391;2025-05-15 05:50:39.805351;420;5.43
392;2025-05-15 08:35:39.805351;399;11.77
393;2025-05-15 05:12:39.805351;345;15.13
394;2025-05-15 08:12:39.805351;421;5.05
395;2025-05-15 01:03:39.805351;295;3.0
396;2025-05-15 06:47:39.805351;393;4.18
397;2025-05-15 08:18:39.805351;434;9.87
398;2025-05-15 03:37:39.805351;335;1.18
399;2025-05-15 03:38:39.805351;439;0.25
400;2025-05-15 06:10:39.805351;391;3.6
401;2025-05-15 06:54:39.805351;430;7.23
402;2025-05-15 07:39:39.805351;406;2.41
403;2025-05-15 07:46:39.805351;362;11.9
404;2025-05-15 08:35:39.805351;443;19.87
405;2025-05-15 07:38:39.805351;433;8.57
406;2025-05-15 07:37:39.805351;436;4.2
407;2025-05-15 07:06:39.805351;449;3.3
408;2025-05-15 04:00:39.805351;454;1.0
409;2025-05-15 05:37:39.805351;451;3.53
410;2025-05-15 04:01:39.805351;450;0.12
411;2025-05-15 06:07:39.805351;459;4.1
412;2025-05-15 06:05:39.805351;444;2.4
413;2025-05-15 06:43:39.805351;440;6.33
414;2025-05-15 08:14:39.805351;400;2.75
415;2025-05-15 07:37:39.805351;372;5.63
416;2025-05-15 05:18:39.805351;448;3.03
417;2025-05-15 10:01:39.805351;464;5.82
418;2025-05-15 07:24:39.805351;429;4.12
419;2025-05-15 03:41:39.805351;425;0.43
420;2025-05-15 07:25:39.805351;409;4.52
421;2025-05-15 06:38:39.805351;390;4.08
422;2025-05-15 05:24:39.805351;438;3.83
423;2025-05-15 06:05:39.805351;469;1.73
424;2025-05-15 08:27:39.805351;455;8.93
425;2025-05-15 04:24:39.805351;312;1.86
426;2025-05-15 04:59:39.805351;361;6.47
427;2025-05-15 09:08:39.805351;445;21.6
428;2025-05-15 08:26:39.805351;417;21.6
429;2025-05-15 06:29:39.805351;428;3.22
430;2025-05-15 08:20:39.805351;424;5.1
431;2025-05-15 09:36:39.805351;467;5.27
432;2025-05-15 09:05:39.805351;472;4.63
433;2025-05-15 08:29:39.805351;481;3.85
434;2025-05-15 09:14:39.805351;482;4.6
435;2025-05-15 10:04:39.805351;468;11.47
436;2025-05-15 07:54:39.805351;401;5.15
437;2025-05-15 06:57:39.805351;452;3.07
438;2025-05-15 07:50:39.805351;412;4.9
439;2025-05-15 03:48:39.805351;369;1.87
440;2025-05-15 06:40:39.805351;465;2.4
441;2025-05-15 08:49:39.805351;488;4.03
442;2025-05-15 05:38:39.805351;327;2.29
443;2025-05-15 08:04:39.805351;484;3.37
444;2025-05-15 05:01:39.805351;437;3.13
445;2025-05-15 06:34:39.805351;441;5.97
446;2025-05-15 08:31:39.805351;457;4.47
447;2025-05-15 06:52:39.805351;466;1.28
448;2025-05-15 08:52:39.805351;431;5.53
449;2025-05-15 06:27:39.805351;371;4.48
450;2025-05-15 02:05:39.805351;365;0.25
451;2025-05-15 08:54:39.805351;456;4.87
452;2025-05-15 09:10:39.805351;426;23.6
453;2025-05-15 04:41:39.805351;471;0.25
454;2025-05-15 07:11:39.805351;502;8.07
455;2025-05-15 09:26:39.805351;461;10.57
456;2025-05-15 10:18:39.805351;492;2.72
457;2025-05-15 08:39:39.805351;408;5.77
458;2025-05-15 04:51:39.805351;487;0.25
459;2025-05-15 04:36:39.805351;460;0.26
460;2025-05-15 07:31:39.805351;453;7.17
461;2025-05-15 09:10:39.805351;501;4.02
462;2025-05-15 08:51:39.805351;500;3.73
463;2025-05-15 06:10:39.805351;503;1.0
464;2025-05-15 04:01:39.805351;435;0.31
465;2025-05-15 10:31:39.805351;506;2.64
466;2025-05-15 09:55:39.805351;499;4.87
467;2025-05-15 03:50:39.805351;355;4.4
468;2025-05-15 01:52:39.805351;315;2.2
469;2025-05-15 07:23:39.805351;377;10.63
470;2025-05-15 08:15:39.805351;432;19.67
471;2025-05-15 09:26:39.805351;486;4.72
472;2025-05-15 09:23:39.805351;508;4.12
473;2025-05-15 04:32:39.805351;470;0.25
474;2025-05-15 08:06:39.805351;478;14.07
475;2025-05-15 05:34:39.805351;497;0.28
476;2025-05-15 09:04:39.805351;495;8.3
477;2025-05-15 09:13:39.805351;514;1.88
478;2025-05-15 09:46:39.805351;489;4.98
479;2025-05-15 10:13:39.805351;518;9.43
480;2025-05-15 05:53:39.805351;516;0.42
481;2025-05-15 06:16:39.805351;511;0.92
482;2025-05-15 11:29:39.805351;517;12.0
483;2025-05-15 09:52:39.805351;510;2.26
484;2025-05-15 04:44:39.805351;480;0.25
485;2025-05-15 06:37:39.805351;442;6.03
486;2025-05-15 05:29:39.805351;494;1.2
487;2025-05-15 10:11:39.805351;533;8.73
488;2025-05-15 06:34:39.805351;507;1.32
489;2025-05-15 10:26:39.805351;513;5.0
490;2025-05-15 07:38:39.805351;475;6.17
491;2025-05-15 10:37:39.805351;493;5.75
492;2025-05-15 08:31:39.805351;524;11.47
493;2025-05-15 06:03:39.805351;532;0.12
494;2025-05-15 03:22:39.805351;422;0.12
495;2025-05-15 11:27:39.805351;538;5.5
496;2025-05-15 10:11:39.805351;463;5.98
497;2025-05-15 05:24:39.805351;477;3.33
498;2025-05-15 09:23:39.805351;505;8.33
499;2025-05-15 06:36:39.805351;545;0.18
500;2025-05-15 06:30:39.805351;504;5.27
501;2025-05-15 03:01:39.805351;407;0.25
502;2025-05-15 05:46:39.805351;483;1.12
503;2025-05-15 09:45:39.805351;521;4.15
504;2025-05-15 06:27:39.805351;553;0.25
505;2025-05-15 07:35:39.805351;544;0.7
506;2025-05-15 05:45:39.805351;458;6.73
507;2025-05-15 10:08:39.805351;529;8.8
508;2025-05-15 09:02:39.805351;525;6.73
509;2025-05-15 11:03:39.805351;550;18.93
510;2025-05-15 11:27:39.805351;558;9.83
511;2025-05-15 09:02:39.805351;536;6.37
512;2025-05-15 07:07:39.805351;552;0.8
513;2025-05-15 04:20:39.805351;387;3.8
514;2025-05-15 10:21:39.805351;555;1.94
515;2025-05-15 08:27:39.805351;540;4.83
516;2025-05-15 06:41:39.805351;527;0.49
517;2025-05-15 11:56:39.805351;551;22.47
518;2025-05-15 05:39:39.805351;522;0.25
519;2025-05-15 08:58:39.805351;535;6.23
520;2025-05-15 09:21:39.805351;563;5.37
521;2025-05-15 09:05:39.805351;526;1.71
522;2025-05-15 12:01:39.805351;567;21.2
523;2025-05-15 11:22:39.805351;546;2.56
524;2025-05-15 07:27:39.805351;560;1.77
525;2025-05-15 08:04:39.805351;556;3.17
526;2025-05-15 12:23:39.805351;573;2.76
527;2025-05-15 06:22:39.805351;473;3.73
528;2025-05-15 07:28:39.805351;574;1.03
529;2025-05-15 11:26:39.805351;523;5.78
530;2025-05-15 10:21:39.805351;562;1.84
531;2025-05-15 10:52:39.805351;570;8.13
532;2025-05-15 07:57:39.805351;548;1.65
533;2025-05-15 06:43:39.805351;531;0.95
534;2025-05-15 11:04:39.805351;549;4.77
535;2025-05-15 12:15:39.805351;559;22.8
536;2025-05-15 11:29:39.805351;534;5.65
537;2025-05-15 10:08:39.805351;462;11.9
538;2025-05-15 08:28:39.805351;479;3.87
539;2025-05-15 08:02:39.805351;584;0.9
540;2025-05-15 09:14:39.805351;530;3.48
541;2025-05-15 08:55:39.805351;554;2.48
542;2025-05-15 11:51:39.805351;568;5.1
543;2025-05-15 05:36:39.805351;474;2.17
544;2025-05-15 08:48:39.805351;569;4.07
545;2025-05-15 08:03:39.805351;594;1.5
546;2025-05-15 10:31:39.805351;593;6.5
547;2025-05-15 08:35:39.805351;557;8.4
548;2025-05-15 09:47:39.805351;565;6.17
549;2025-05-15 07:45:39.805351;571;0.47
550;2025-05-15 08:33:39.805351;561;3.9
551;2025-05-15 07:13:39.805351;585;0.25
552;2025-05-15 04:07:39.805351;386;1.73
553;2025-05-15 11:11:39.805351;580;2.06
554;2025-05-15 11:16:39.805351;547;9.97
555;2025-05-15 08:27:39.805351;512;3.07
556;2025-05-15 10:41:39.805351;597;13.13
557;2025-05-15 07:59:39.805351;595;1.33
558;2025-05-15 07:08:39.805351;566;0.22
559;2025-05-15 12:05:39.805351;604;9.07
560;2025-05-15 11:08:39.805351;519;11.13
561;2025-05-15 10:37:39.805351;515;2.58
562;2025-05-15 08:00:39.805351;539;2.02
563;2025-05-15 08:59:39.805351;537;6.13
564;2025-05-15 09:02:39.805351;427;23.07
565;2025-05-15 08:42:39.805351;588;1.52
566;2025-05-15 05:54:39.805351;374;1.95
567;2025-05-15 12:49:39.805351;607;10.47
568;2025-05-15 08:55:39.805351;564;2.25
569;2025-05-15 09:19:39.805351;447;2.77
570;2025-05-15 11:29:39.805351;619;1.79
571;2025-05-15 10:33:39.805351;599;1.57
572;2025-05-15 09:03:39.805351;541;2.95
573;2025-05-15 11:07:39.805351;582;4.0
574;2025-05-15 10:48:39.805351;609;6.33
575;2025-05-15 12:21:39.805351;578;10.63
576;2025-05-15 11:57:39.805351;620;2.0
577;2025-05-15 11:07:39.805351;613;13.27
578;2025-05-15 13:30:39.805351;602;6.0
579;2025-05-15 13:21:39.805351;617;5.48
580;2025-05-15 12:57:39.805351;576;11.93
581;2025-05-15 05:03:39.805351;485;0.7
